agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52224,2023,1,877000,"34 The appropriation made by chapter 50, section 1, of the laws of 2023, as
35 supplemented by transfers in accordance with state finance law, is
36 hereby amended and reappropriated to read:
37 Notwithstanding any inconsistent provision of law, the money hereby
38 appropriated may, with the approval of the director of the budget,
39 be increased or decreased by interchange or transfer with amounts
40 appropriated within the office of temporary and disability assist-
41 ance federal food and nutrition services local assistance account.
42 For services and expenses related to the administration of the supple-
43 mental nutrition assistance program. Amounts appropriated herein may
44 be used for the expenses associated with the operation of the state-
45 wide electronic benefit transfer (EBT) system; the common benefit
46 identification card (CBIC); and an integrated eligibility system.
47 With the approval of the director of budget, a portion of the funds
48 appropriated herein may be transferred or suballocated to other
AB
348 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 state agencies for the administration of supplemental nutrition
2 assistance program or for purposes related to the implementation of
3 an integrated eligibility system (52224).
4 Personal service (50000) ... [8,975,000]_1_1_,_7_5_2_,_6_1_1 .... (re. $877,000)",348,34.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52224|2023|1
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25024,52295,2022,4909670,1215000,"18 By chapter 50, section 1, of the laws of 2022,as amended by chapter 50,
19 section 1, of the laws of 2023:
20 For the federal share of the design and implementation of modifica-
21 tions and enhancements to the welfare-to-work case management
22 system, the welfare management system, the child support management
23 system, the electronic benefit transfer system, costs associated
24 with New York city facilities management, and other related systems
25 operated by the office of temporary and disability assistance, the
26 office of children and family services, the department of labor, or
27 the department of health necessary for the successful implementation
28 of the personal responsibility and work opportunity reconciliation
29 act of 1996 (P.L. 104-193) and the New York state welfare reform act
30 of 1997 (chapter 436 of the laws of 1997).
31 Notwithstanding any inconsistent provision of law, this appropriation
32 shall be available for costs heretofore and hereafter to be accrued
33 and to be supported with federal funds including any department of
34 agriculture food and nutrition services grant award properly
35 received by the state during or for a federal fiscal year in which
36 costs can be properly submitted for reimbursement to the department
37 of agriculture. A portion of the amount appropriated herein may be
38 transferred or interchanged with any office of temporary and disa-
39 bility assistance federal department of agriculture food and nutri-
40 tion services funds. Funds may only be made available pursuant to a
41 cost allocation plan submitted to the department of health and human
42 services, the United States department of agriculture and any other
43 applicable federal agency to the extent that such approvals are
44 required by federal statute or regulations. This appropriation shall
45 only be available upon approval of an expenditure plan by the direc-
46 tor of the budget for the purposes defined herein (52295).
47 Nonpersonal service (57050) ... 4,909,670 ........... (re. $1,215,000)",350,18.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52295|2022|4909670
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,52295,2021,4554500,4554500,"48 By chapter 50, section 1, of the laws of 2021, as amended by chapter 50,
49 section 1, of the laws of 2022:
AB
351 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For the federal share of the design and implementation of modifica-
2 tions and enhancements to the welfare-to-work case management
3 system, the welfare management system, the child support management
4 system, the electronic benefit transfer system, costs associated
5 with New York city facilities management, and other related systems
6 operated by the office of temporary and disability assistance, the
7 office of children and family services, the department of labor, or
8 the department of health necessary for the successful implementation
9 of the personal responsibility and work opportunity reconciliation
10 act of 1996 (P.L. 104-193) and the New York state welfare reform act
11 of 1997 (chapter 436 of the laws of 1997).
12 Notwithstanding any inconsistent provision of law, this appropriation
13 shall be available for costs heretofore and hereafter to be accrued
14 and to be supported with federal funds including any department of
15 agriculture food and nutrition services grant award properly
16 received by the state during or for a federal fiscal year in which
17 costs can be properly submitted for reimbursement to the department
18 of agriculture. A portion of the amount appropriated herein may be
19 transferred or interchanged with any office of temporary and disa-
20 bility assistance federal department of agriculture food and nutri-
21 tion services funds. Funds may only be made available pursuant to a
22 cost allocation plan submitted to the department of health and human
23 services, the United States department of agriculture and any other
24 applicable federal agency to the extent that such approvals are
25 required by federal statute or regulations. This appropriation shall
26 only be available upon approval of an expenditure plan by the direc-
27 tor of the budget for the purposes defined herein (52295).
28 Nonpersonal service (57050) ... 4,554,500 ........... (re. $4,554,500)",351,48.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52295|2021|4554500
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,53010,2024,0,58000,"28 amended by chapter 50, section 1, of the laws of 2024, is hereby
29 amended and reappropriated to read:
30 For supplemental costs associated with an emergency rental assistance
31 program pursuant to a plan approved by the office of temporary and
32 disability assistance and director of the budget.
33 Funds appropriated herein may be transferred or suballocated to any
34 other state agency or authority.
35 Notwithstanding any inconsistent provision of law, the budget director
36 is hereby authorized to transfer any of the amount appropriated
37 herein to state operations for administration of supplemental emer-
38 gency rental assistance activities (53010).
39 Contractual services (51000) .........................................
40 [106,453,876]_1_0_8_,_2_7_5_,_3_6_0 ............................. (re. $58,000)",352,28.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53010|2024|0
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Refugee Resettlement Account - 25160,53012,2024,3,79000,"41 For supplemental costs associated with assistance to small landlords
42 as defined in subdivision 12 of section 2 of subpart A of part BB of
43 chapter 56 of the laws of 2021, of a unit charging rent that does
44 not exceed one hundred fifty percent of the fair market rent by unit
45 size, with rental arrears accrued by a tenant, if such landlord has
46 used best efforts to contact and assist such tenant in applying for
47 a program funded with emergency rental assistance dollars, without
AB
353 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 success, including instances in which such tenant has vacated while
2 owing such rental arrears or, provided funds remain available after
3 serving such landlords, for assistance to landlords of a unit charg-
4 ing rent that does not exceed one hundred fifty percent of the fair
5 market rent by unit size, with rental arrears accrued by a tenant,
6 if such landlord has used best efforts to contact and assist such
7 tenant in applying for a program funded with emergency rental
8 assistance dollars, without success, including instances in which
9 such tenant has vacated while owing such rental arrears.
10 Funds appropriated herein may be transferred or suballocated to any
11 other state agency or authority.
12 Notwithstanding any inconsistent provision of law, the budget director
13 is hereby authorized to transfer any of the amount appropriated
14 herein to state operations for administration of supplemental emer-
15 gency rental assistance activities (53012).
16 Contractual services (51000) .........................................
17 [10,387,573]_9_,_7_7_8_,_5_7_3 ................................ (re. $79,000)",353,41.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53012|2024|3
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Refugee Resettlement Account - 25160,52219,2023,6,24273000,"9 amended by chapter 50, section 1, of the laws of 2023, and as
10 reduced by transfers in accordance with state finance law, is hereby
11 amended and reappropriated to read:
12 For services and expenses of an emergency rental assistance program.
13 Households eligible for assistance under such program shall include
14 one or more individuals that has experienced financial hardship, is
15 at risk of homelessness or housing instability, and earns up to
16 eighty percent of area median income as determined by the United
17 States department of housing and urban development. Such assistance
18 shall support the payment of up to 12 months of rental arrears due
19 at the time of application and up to 3 months of prospective rent
20 pursuant to part BB of chapter 56 of the law of 2021, as amended by
21 chapter 417 of the laws of 2021, federal law and other purposes set
22 forth in Public Law No. 116-260, Public Law 117-2, or any other
23 federal funds made available for this purpose. Funds may also be
24 used to support a hardship fund for undocumented workers.
25 Funds appropriated herein may be transferred or suballocated to any
26 other state agency or authority.
27 Notwithstanding any inconsistent provision of law, the budget director
28 is hereby authorized to transfer any of the amount appropriated
29 herein to state operations for administration of emergency rental
30 assistance activities (52219).
31 Nonpersonal service (57050) ..........................................
32 [58,935,020] _5_5_,_4_6_5_,_3_0_6 .......................... (re. $24,273,000)",354,9.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52219|2023|6
DEPARTMENT OF HEALTH,STATE OPERATIONS,General Fund,State Purposes Account - 10050,59027,2024,7325000,7325000,"4 By chapter 50, section 1, of the laws of 2024:
5 For service and expenses related to changes in state agency data
6 collection activities required to comply with section 170-e of the
7 executive law as added by chapter 745 of the laws of 2021.
8 Notwithstanding any other provision of law, the money hereby appropri-
9 ated may be increased or decreased by interchange, with any appro-
10 priation of the department of health, and may be increased or
11 decreased by transfer or suballocation between these appropriated
12 amounts and appropriations of any state agency, board, or commission
13 with the approval of the director of the budget, who shall file such
14 approval with the department of audit and control and copies thereof
15 with the chairman of the senate finance committee and the chairman
16 of the assembly ways and means committee (59027).
17 Contractual services (51000) ... 7,325,000 .......... (re. $7,325,000)",465,4.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|59027|2024|7325000
DEPARTMENT OF HEALTH,STATE OPERATIONS,special revenue funds - federal,Medical Administration Transfer Account - 25107,29539,2023,404000000,181072000,"46 By chapter 50, section 1, of the laws of 2023:
AB
475 12550-10-5
DEPARTMENT OF HEALTH
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Notwithstanding section 40 of the state finance law or any other law
2 to the contrary, all medical assistance appropriations made from
3 this account shall remain in full force and effect in accordance, in
4 the aggregate, with the following schedule: not more than 50 percent
5 for the period April 1, 2023 to March 31, 2024; and the remaining
6 amount for the period April 1, 2024 to March 31, 2025.
7 For services and expenses related to the operation of an electronic
8 medicaid eligibility verification system and operation of a medicaid
9 override application system, and operation of a medicaid management
10 information system, and development and operation of a replacement
11 medicaid system. The moneys hereby appropriated shall be available
12 for payment of liabilities heretofore accrued and hereafter to
13 accrue.
14 Notwithstanding any inconsistent provision of law and subject to the
15 approval of the director of the budget, the amount appropriated
16 herein may be increased or decreased by transfer or interchange, or
17 suballocation, with any other appropriation or with any other item
18 or items within the amounts appropriated within the department of
19 health, the office of mental health, the office for people with
20 developmental disabilities, the office of addiction services and
21 supports, the department of family assistance office of temporary
22 and disability assistance, the department of corrections and commu-
23 nity supervision, the state university of New York, the state office
24 for the aging, the office of the medicaid inspector general, the
25 state education department, the office of information technology
26 services, the office of general services, and office of children and
27 family services special revenue funds - federal with the approval of
28 the director of the budget who shall file such approval with the
29 department of audit and control and copies thereof with the chairman
30 of the senate finance committee and the chairman of the assembly
31 ways and means committee.
32 Notwithstanding any provision of law to the contrary, the portion of
33 this appropriation covering fiscal year 2023-24 shall supersede and
34 replace any duplicative (i) reappropriation for this item covering
35 fiscal year 2023-24, and (ii) appropriation for this item covering
36 fiscal year 2023-24 set forth in chapter 50 of the laws of 2022
37 (29539).
38 Nonpersonal service (57050) ... 404,000,000 ....... (re. $181,072,000)",475,46.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|29539|2023|404000000
DEPARTMENT OF HEALTH,STATE OPERATIONS,special revenue funds - federal,Medical Administration Transfer Account - 25107,29540,2023,100054000,55359000,"26 By chapter 50, section 1, of the laws of 2023:
27 Notwithstanding section 40 of the state finance law or any other law
28 to the contrary, all medical assistance appropriations made from
29 this account shall remain in full force and effect in accordance, in
30 the aggregate, with the following schedule: not more than 48 percent
31 for the period April 1, 2023 to March 31, 2024; and the remaining
32 amount for the period April 1, 2024 to March 31, 2025.
33 Notwithstanding any inconsistent provision of law and subject to the
34 approval of the director of the budget, moneys hereby appropriated
35 may be increased or decreased by interchange, transfer or suballo-
36 cation between these appropriated amounts and appropriations of
37 other state agencies and appropriations of the department of health.
38 Notwithstanding any inconsistent provision of law and subject to
39 approval of the director of the budget, moneys hereby appropriated
40 may be transferred or suballocated to other state agencies for
41 reimbursement to local government entities for services and expenses
42 related to administration of the medical assistance program.
43 The money hereby appropriated is available for payment of liabilities
44 accrued heretofore and hereafter to accrue.
45 Notwithstanding any provision of law to the contrary, the portion of
46 this appropriation covering fiscal year 2023-24 shall supersede and
47 replace any duplicative (i) reappropriation for this item covering
48 fiscal year 2023-24, and (ii) appropriation for this item covering
49 fiscal year 2023-24 set forth in chapter 50 of the laws of 2022
50 (29540).
51 Personal service (50000) ... 100,054,000 ........... (re. $55,359,000)",476,26.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|29540|2023|100054000
DEPARTMENT OF HEALTH,STATE OPERATIONS,Special Revenue Funds - Federal,Healthcare and Insurance Reform Account - 25148,26779,2023,620000,288000,"4 For services and expenses related to administration of statutory
5 duties for the collections authorized by sections 2807-j, 2807-s,
6 2807-t and 2807-v of the public health law and the assessments
7 authorized by sections 2807-d, 3614-a and 3614-b of the public
8 health law and section 367-i of the social services law pursuant to
9 chapter 41 of the laws of 1992 (26779).
10 Personal service (50000) ... 620,000 .................. (re. $288,000)",477,4.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|26779|2023|620000
DEPARTMENT OF HEALTH,STATE OPERATIONS,Special Revenue Funds - Federal,Healthcare and Insurance Reform Account - 25148,26780,2023,9200000,85000,"11 For contractual services related to medical necessity and quality of
12 care reviews related to medicaid patients and to monitor health care
13 services provided to persons with AIDS (26780).
14 Nonpersonal service (57050) ... 9,200,000 .............. (re. $85,000)",477,11.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|26780|2023|9200000
DEPARTMENT OF HEALTH,STATE OPERATIONS,Special Revenue Funds - Federal,Medicaid Fraud and Abuse Account - 25107,36603,2024,17880000,17880000,"5 By chapter 50, section 1, of the laws of 2024:
6 For services and expenses related to the medicaid fraud and abuse
7 program.
8 Notwithstanding any other provision of law, the money hereby appropri-
9 ated may be increased or decreased by interchange, with any appro-
10 priation of the office of medicaid inspector general, and may be
11 increased or decreased by transfer or suballocation between these
12 appropriated amounts and appropriations of the department of health,
13 office of mental health, office for people with developmental disa-
14 bilities and office of addiction services and supports with the
15 approval of the director of the budget, who shall file such approval
16 with the department of audit and control and copies thereof with the
17 chairman of the senate finance committee and the chairman of the
18 assembly ways and means committee (36603).
19 Personal service (50000) ... 17,880,000 ............ (re. $17,880,000)",486,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF HEALTH|36603|2024|17880000
HIGHER EDUCATION SERVICES CORPORATION,STATE OPERATIONS,Special Revenue Funds - Other,HESC-Insurance Premium Payments Account - 21960,81001,2024,31975000,30040000,"5 By chapter 50, section 1, of the laws of 2024:
6 For services and expenses related to the administration program.
7 Notwithstanding any other provision of law to the contrary, the OGS
8 Interchange and Transfer Authority and IT Interchange and Transfer
9 Authority as defined in the 2024-25 state fiscal year state oper-
10 ations appropriation for the budget division program of the division
11 of the budget, are deemed fully incorporated herein and a part of
12 this appropriation as if fully stated (81001).
13 Contractual services (51000) ... 31,975,000 ........ (re. $30,040,000)",489,5.0,2025-26,STOPS 25-26.pdf,HIGHER EDUCATION SERVICES CORPORATION|81001|2024|31975000
HIGHER EDUCATION SERVICES CORPORATION,STATE OPERATIONS,Special Revenue Funds - Other,HESC-Insurance Premium Payments Account - 21960,30025,2024,210000,210000,"19 By chapter 50, section 1, of the laws of 2024:
20 For services and expenses related to the gaining early awareness and
21 readiness for undergraduate program. Notwithstanding any inconsist-
22 ent provision of law, a portion of these funds may be transferred or
23 suballocated, subject to the approval of the director of the budget,
24 to other state agencies (30025).
25 Personal service--regular (50000) ... 210,000 ......... (re. $210,000)",489,19.0,2025-26,STOPS 25-26.pdf,HIGHER EDUCATION SERVICES CORPORATION|30025|2024|210000
HIGHER EDUCATION SERVICES CORPORATION,STATE OPERATIONS,Special Revenue Funds - Other,HESC-Insurance Premium Payments Account - 21960,30025,2022,225000,225000,"36 By chapter 50, section 1, of the laws of 2022:
37 For services and expenses related to the gaining early awareness and
38 readiness for undergraduate program. Notwithstanding any inconsist-
39 ent provision of law, a portion of these funds may be transferred or
40 suballocated, subject to the approval of the director of the budget,
41 to other state agencies (30025).
42 Nonpersonal service (57050) ... 225,000 ............... (re. $225,000)",489,36.0,2025-26,STOPS 25-26.pdf,HIGHER EDUCATION SERVICES CORPORATION|30025|2022|225000
HIGHER EDUCATION SERVICES CORPORATION,STATE OPERATIONS,Special Revenue Funds - Other,HESC-Insurance Premium Payments Account - 21960,30025,2021,225000,21000,"43 By chapter 50, section 1, of the laws of 2021:
AB
490 12550-10-5
HIGHER EDUCATION SERVICES CORPORATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses related to the gaining early awareness and
2 readiness for undergraduate program. Notwithstanding any inconsist-
3 ent provision of law, a portion of these funds may be transferred or
4 suballocated, subject to the approval of the director of the budget,
5 to other state agencies (30025).
6 Nonpersonal service (57050) ... 225,000 ................ (re. $21,000)",490,43.0,2025-26,STOPS 25-26.pdf,HIGHER EDUCATION SERVICES CORPORATION|30025|2021|225000
HIGHER EDUCATION SERVICES CORPORATION,STATE OPERATIONS,Special Revenue Funds - Other,HESC-Insurance Premium Payments Account - 21960,30025,2020,1400000,106000,"7 By chapter 50, section 1, of the laws of 2020:
8 For services and expenses related to the gaining early awareness and
9 readiness for undergraduate program. Notwithstanding any inconsist-
10 ent provision of law, a portion of these funds may be transferred or
11 suballocated, subject to the approval of the director of the budget,
12 to other state agencies (30025).
13 Nonpersonal service (57050) ... 1,400,000 ............. (re. $106,000)",490,7.0,2025-26,STOPS 25-26.pdf,HIGHER EDUCATION SERVICES CORPORATION|30025|2020|1400000
DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grants for Emergency Management Performance Account - 25516,30315,2014,2200000,564000,"43 By chapter 50, section 1, of the laws of 2014, as amended by chapter 50,
44 section 1, of the laws of 2019:
AB
500 12550-10-5
DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses related to the disaster assistance program
2 (30315).
3 Personal service (50000) ... 2,200,000 ................ (re. $564,000)",500,43.0,2025-26,STOPS 25-26.pdf,DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES|30315|2014|2200000
DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grants for Emergency Management Performance Account - 25516,30315,2013,2200000,553000,"6 By chapter 50, section 1, of the laws of 2013, as amended by chapter 50,
7 section 1, of the laws of 2019:
8 For services and expenses related to the disaster assistance program
9 (30315).
10 Personal service (50000) ... 2,200,000 ................ (re. $553,000)",500,6.0,2025-26,STOPS 25-26.pdf,DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES|30315|2013|2200000
DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Grants for Emergency Management Performance Account - 25516,30315,2012,2200000,295000,"13 By chapter 50, section 1, of the laws of 2012, as amended by chapter 50,
14 section 1, of the laws of 2019:
15 For services and expenses related to the disaster assistance program.
16 Notwithstanding any other provision of law to the contrary, the OGS
17 Interchange and Transfer Authority, the IT Interchange and Transfer
18 Authority, and the Call Center Interchange and Transfer Authority as
19 defined in the 2012-13 state fiscal year state operations appropri-
20 ation for the budget division program of the division of the budget,
21 are deemed fully incorporated herein and a part of this appropri-
22 ation as if fully stated (30315).
23 Personal service (50000) ... 2,200,000 ................ (re. $295,000)",500,13.0,2025-26,STOPS 25-26.pdf,DIVISION OF HOMELAND SECURITY AND EMERGENCY SERVICES|30315|2012|2200000
DIVISION OF HOUSING AND COMMUNITY RENEWAL,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2024,3082000,1342000,"36 By chapter 50, section 1, of the laws of 2024:
37 For services and expenses related to the OPS-administration program.
38 Notwithstanding any other provision of law to the contrary, the OGS
39 Interchange and Transfer Authority, and the IT Interchange and
40 Transfer Authority as defined in the 2024-25 state fiscal year state
41 operations appropriation for the budget division program of the
42 division of the budget, are deemed fully incorporated herein and a
43 part of this appropriation as if fully stated (81001).
44 Personal service--regular (50100) ... 3,082,000 ..... (re. $1,342,000)",526,36.0,2025-26,STOPS 25-26.pdf,DIVISION OF HOUSING AND COMMUNITY RENEWAL|81001|2024|3082000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Federal,Unemployment Insurance Control Fund Account - 25903,34218,2021,622372000,447750000,"37 By chapter 50, section 1, of the laws of 2021:
38 For services and expenses of administering unemployment insurance
39 programs, job service programs, workforce investment act programs,
40 employability development programs, other miscellaneous programs,
41 and a reserve for unanticipated funding, pursuant to federal grants
42 and contracts. A portion of this appropriation may be used to
43 provide information and advice regarding unemployment insurance
44 benefit appeals and hearing assistance. A portion of this appropri-
45 ation may be transferred to aid to localities.
46 Notwithstanding section 135 of the civil service law, the commissioner
47 of the department of labor, subject to approval of the director of
48 the budget, is hereby authorized to grant additional compensation to
49 employees of the department of labor whose positions are funded in
50 whole or in part by the disabled veterans' outreach program special-
51 ists and/or local veterans' employment representative grant or
AB
580 12550-10-5
DEPARTMENT OF LABOR
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 grants based on merit as determined pursuant to the performance
2 incentive program provided for in the grant consistent with the
3 terms of the grant and applicable provisions of federal law. The
4 payment of such extra compensation shall be in addition to and shall
5 not be part of an employee's basic annual salary and shall not
6 affect or impair any performance advancement payments, performance
7 awards, longevity payments or other rights or benefits to which an
8 employee may be entitled. Furthermore, any additional compensation
9 payable pursuant to this subdivision shall not be included as
10 compensation for retirement purposes. The amount appropriated herein
11 shall also include any Reed act funds that may be made available to
12 this state under section 903 of the social security act as amended
13 and in accordance with federal regulations, to be used under the
14 direction of the New York state department of labor subject to
15 approval of the director of the budget to pay the administrative
16 expenses of the employment security program, including the adminis-
17 tration of the unemployment insurance law and the administration of
18 state public employment offices.
19 Notwithstanding any other provision of law to the contrary, the OGS
20 Interchange and Transfer Authority, and the IT Interchange and
21 Transfer Authority as defined in the 2021-22 state fiscal year state
22 operations appropriation for the budget division program of the
23 division of the budget, are deemed fully incorporated herein and a
24 part of this appropriation as if fully stated (34218).
25 Personal service (50000) ... 622,372,000 .......... (re. $447,750,000)",580,37.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34218|2021|622372000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Federal,Unemployment Insurance Reemployment Services Account - 25902,34218,2021,4155000,2328000,"16 By chapter 50, section 1, of the laws of 2021:
17 For services and expenses of administering the unemployment insurance
18 control fund program. The amount appropriated herein shall include
19 up to $16,000,000 credited to the unemployment insurance control
20 fund, created pursuant to chapter 5 of the laws of 2000, as costs
21 are incurred for allowable services pursuant to chapter 5 of the
22 laws of 2000 (34218).
23 Personal service (50000) ... 4,155,000 .............. (re. $2,328,000)",581,16.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34218|2021|4155000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Federal,Labor Contact Center Account - 55071,34218,2021,31744000,7813000,"7 By chapter 50, section 1, of the laws of 2021:
8 For services and expenses of administering the reemployment services
9 program. A portion of this appropriation may be transferred to aid
10 to localities. The amount appropriated herein shall include any
11 moneys credited to the reemployment service fund, created pursuant
12 to chapter 589 of the laws of 1998, as costs are incurred for allow-
13 able services pursuant to chapter 589 of the laws of 1998.
14 Notwithstanding section 581-b of the labor law, or any other provision
15 of law to the contrary, when annual contributions paid into the
16 reemployment services fund by all eligible employers exceed
17 $35,000,000, excess contributions may be used for services and
18 expenses of the unemployment insurance systems modernization
19 project, for services and expenses of administering the unemployment
20 insurance program, and for workforce development and employment and
21 training programs. Services and expenses for workforce development
22 shall be administered in consultation with the state workforce
23 investment board established in article 24-A of the labor law and
24 state agencies responsible for administration of workforce develop-
25 ment programs. The amounts appropriated herein may be suballocated,
26 transferred or otherwise made available to any other state depart-
27 ment, agency or public authority (34218).
28 Personal service (50000) ... 31,744,000 ............. (re. $7,813,000)",583,7.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34218|2021|31744000
DEPARTMENT OF LABOR,STATE OPERATIONS,General Fund,State Purposes Account - 10050,34770,2024,2380000,1750000,"35 By chapter 50, section 1, of the laws of 2024:
36 For payments related to the planning, development and establishment of
37 a new statewide contact center within the department of tax and
38 finance, the office of children and family services and the depart-
39 ment of labor on behalf of customer state agencies.
40 Notwithstanding any other provision of law to the contrary, for the
41 purpose of planning, developing and/or implementing the consol-
42 idation of administration, business services, procurement, informa-
43 tion technology and/or other functions shared among agencies to
44 improve the efficiency and effectiveness of government operations,
45 the amounts appropriated herein may be (i) interchanged without
46 limit, (ii) transferred between any other state operations appropri-
47 ations within this agency or to any other state operations appropri-
48 ations of any state department, agency or public authority, and/or
49 (iii) suballocated to any state department, agency or public author-
AB
584 12550-10-5
DEPARTMENT OF LABOR
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 ity with the approval of the director of the budget who shall file
2 such approval with the department of audit and control and copies
3 thereof with the chairman of the senate finance committee and the
4 chairman of the assembly ways and means committee (34770).
5 Personal service--regular (50100) ... 2,380,000 ..... (re. $1,750,000)",584,35.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34770|2024|2380000
DEPARTMENT OF LABOR,STATE OPERATIONS,General Fund,State Purposes Account - 10050,34780,2021,13100000,978000,"24 By chapter 50, section 1, of the laws of 2021:
25 For the administration and operation of employment and training
26 programs as funded by grants under the workforce investment act,
27 public law 105-220, and the workforce innovation and opportunity
28 act, public law 113-128, including grants to other governmental
29 units, community-based organizations, non-profit and for profit
30 organizations, suballocations to state departments and agencies and
31 a portion may be transferred to aid to localities, according to the
32 following:
33 For services and expenses of statewide activities, including but not
34 limited to state administration and technical assistance to local
35 workforce investment areas, pursuant to an expenditure plan approved
36 by the director of the budget. Of the moneys appropriated herein for
37 statewide activities, the state workforce investment board shall
38 assist the governor in developing programs and identifying activ-
39 ities to be funded through the statewide reserve pursuant to section
40 134 of the federal workforce investment act, PL 105-220, and section
41 134 of the workforce innovation and opportunity act, public law
42 113-128, and the commissioner of labor shall periodically report to
43 the state workforce investment board on such programs and activities
44 which shall be developed giving consideration to the strategic
45 training alliance program and other existing programs.
46 Statewide employment and training activities may include one-to-one
47 business advisement and training for qualified enrollees of the
48 self-employment assistance program which may be operated by the
49 state's small business development centers or the entrepreneurial
50 assistance program (34780).
51 Personal service (50000) ... 13,100,000 ............... (re. $978,000)",587,24.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34780|2021|13100000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Unemployment Insurance Interest and Penalty Account - 23601,34779,2021,3499000,369000,"3 For services and expenses of adult, youth and dislocated worker
4 employment and training local workforce investment area programs and
5 statewide rapid response activities (34779).
6 Personal service (50000) ... 3,499,000 ................ (re. $369,000)",588,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34779|2021|3499000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Child Performer Protection Account - 20401,34222,2021,2255000,2149000,"12 The appropriation made by chapter 50, section 1, of the laws of 2021, as
13 supplemented by an interchange in accordance with section 51 of
14 state finance law, is hereby amended and reappropriated to read:
15 For services and expenses of the department of labor employment and
16 training programs (34222).
17 Personal service--regular (50100) ... 2,255,000 ..... (re. $2,149,000)",589,12.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34222|2021|2255000
