agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23415,2019,1500000,100000,"24 For the administration of grants for specific programs including, but
25 not limited to, public charter schools pursuant to title IV of the
26 elementary and secondary education act. Provided further that,
27 notwithstanding any inconsistent provision of law, the commissioner
28 of education shall provide to the director of the budget, the chair-
29 person of the senate finance committee and the chairperson of the
30 assembly ways and means committee copies of any spending plans
31 and/or budgets submitted to the federal government with respect to
32 the use of any funds appropriated by the federal government includ-
33 ing state grants administered by the department. Notwithstanding any
34 inconsistent provision of law, a portion of this appropriation may
35 be suballocated to other state departments and agencies, subject to
36 the approval of the director of the budget, as needed to accomplish
37 the intent of this appropriation (23415).
38 Personal service (50000) ... 1,500,000 ................ (re. $100,000)",185,24.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23415|2019|1500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,57050,2019,1870000,43000,"39 Nonpersonal service (57050) ... 1,870,000 .............. (re. $43,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2019|1870000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,60090,2019,510000,14000,"40 Fringe benefits (60090) ... 510,000 .................... (re. $14,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2019|510000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,58850,2019,320000,18000,"41 Indirect costs (58850) ... 320,000 ..................... (re. $18,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2019|320000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21737,2019,20502000,2000,"42 For services and expenses for school age children and preschool chil-
43 dren pursuant to the individuals with disabilities education act of
44 1991. Notwithstanding any inconsistent provision of law, a portion
45 of this appropriation may be suballocated to other state departments
46 and agencies, as needed to accomplish the intent of this appropri-
47 ation (21737).
48 Personal service (50000) ... 20,502,000 ................. (re. $2,000)",185,42.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21737|2019|20502000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,57050,2019,17211000,1615000,"49 Nonpersonal service (57050) ... 17,211,000 .......... (re. $1,615,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2019|17211000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,60090,2019,10940000,175000,"50 Fringe benefits (60090) ... 10,940,000 ................ (re. $175,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2019|10940000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,58850,2019,6317000,1844000,"51 Indirect costs (58850) ... 6,317,000 ................ (re. $1,844,000)",185,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2019|6317000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2023,500000,500000,"34 By chapter 50, section 1, of the laws of 2023:
35 For the administration of federal grants for health education includ-
36 ing HIV/AIDS education. Notwithstanding any inconsistent provision
37 of law, a portion of this appropriation, subject to the approval of
38 the director of the budget, may be suballocated to other state
39 departments and agencies, as needed to accomplish the intent of this
40 appropriation (21742).
41 Personal service (50000) ... 500,000 .................. (re. $500,000)",186,34.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2023|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,57050,2023,450000,450000,"42 Nonpersonal service (57050) ... 450,000 ............... (re. $450,000)",186,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2023|450000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,60090,2023,370000,370000,"43 Fringe benefits (60090) ... 370,000 ................... (re. $370,000)",186,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2023|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,58850,2023,200000,200000,"44 Indirect costs (58850) ... 200,000 .................... (re. $200,000)",186,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2023|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2022,500000,500000,"187 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 the director of the budget, may be suballocated to other state
2 departments and agencies, as needed to accomplish the intent of this
3 appropriation (21742).
4 Personal service (50000) ... 500,000 .................. (re. $500,000)",187,1.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2022|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,57050,2022,450000,450000,"5 Nonpersonal service (57050) ... 450,000 ............... (re. $450,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2022|450000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,60090,2022,370000,370000,"6 Fringe benefits (60090) ... 370,000 ................... (re. $370,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2022|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,58850,2022,200000,200000,"7 Indirect costs (58850) ... 200,000 .................... (re. $200,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2022|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2021,500000,454000,"8 By chapter 50, section 1, of the laws of 2021:
9 For the administration of federal grants for health education includ-
10 ing HIV/AIDS education. Notwithstanding any inconsistent provision
11 of law, a portion of this appropriation, subject to the approval of
12 the director of the budget, may be suballocated to other state
13 departments and agencies, as needed to accomplish the intent of this
14 appropriation (21742).
15 Personal service (50000) ... 500,000 .................. (re. $454,000)",187,8.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2021|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,57050,2021,450000,177000,"16 Nonpersonal service (57050) ... 450,000 ............... (re. $177,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2021|450000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,60090,2021,370000,244000,"17 Fringe benefits (60090) ... 370,000 ................... (re. $244,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2021|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,58850,2021,200000,186000,"18 Indirect costs (58850) ... 200,000 .................... (re. $186,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2021|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2020,500000,146000,"19 By chapter 50, section 1, of the laws of 2020:
20 For the administration of federal grants for health education includ-
21 ing HIV/AIDS education. Notwithstanding any inconsistent provision
22 of law, a portion of this appropriation, subject to the approval of
23 the director of the budget, may be suballocated to other state
24 departments and agencies, as needed to accomplish the intent of this
25 appropriation (21742).
26 Personal service (50000) ... 500,000 .................. (re. $146,000)",187,19.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2020|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,57050,2020,450000,296000,"27 Nonpersonal service (57050) ... 450,000 ............... (re. $296,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2020|450000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,60090,2020,370000,288000,"28 Fringe benefits (60090) ... 370,000 ................... (re. $288,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2020|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,58850,2020,200000,187000,"29 Indirect costs (58850) ... 200,000 .................... (re. $187,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2020|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2019,500000,189000,"30 By chapter 50, section 1, of the laws of 2019:
31 For the administration of federal grants for health education includ-
32 ing HIV/AIDS education. Notwithstanding any inconsistent provision
33 of law, a portion of this appropriation, subject to the approval of
34 the director of the budget, may be suballocated to other state
35 departments and agencies, as needed to accomplish the intent of this
36 appropriation (21742).
37 Personal service (50000) ... 500,000 .................. (re. $189,000)",187,30.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2019|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,57050,2019,450000,283000,"38 Nonpersonal service (57050) ... 450,000 ............... (re. $283,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|57050|2019|450000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,60090,2019,370000,300000,"39 Fringe benefits (60090) ... 370,000 ................... (re. $300,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2019|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,58850,2019,200000,191000,"40 Indirect costs (58850) ... 200,000 .................... (re. $191,000)",187,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2019|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25122,21742,2018,500000,296000,"41 By chapter 50, section 1, of the laws of 2018:
42 For the administration of federal grants for health education includ-
43 ing HIV/AIDS education. Notwithstanding any inconsistent provision
44 of law, a portion of this appropriation, subject to the approval of
45 the director of the budget, may be suballocated to other state
46 departments and agencies, as needed to accomplish the intent of this
47 appropriation (21742).
48 Personal service (50000) ... 500,000 .................. (re. $296,000)",187,41.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21742|2018|500000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,60090,2018,370000,284000,"188 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Fringe benefits (60090) ... 370,000 ................... (re. $284,000)",188,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|60090|2018|370000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,58850,2018,200000,196000,"2 Indirect costs (58850) ... 200,000 .................... (re. $196,000)",188,,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|58850|2018|200000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Contracts Account - 22153,21700,2023,150000,150000,"22 By chapter 50, section 1, of the laws of 2023:
23 For services and expenses of miscellaneous United States department of
24 education contracts (21700).
25 Contractual services (51000) ... 150,000 .............. (re. $150,000)",189,22.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21700|2023|150000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Contracts Account - 22153,21828,2024,815000,682000,"30 By chapter 50, section 1, of the laws of 2024:
31 For services and expenses related to the operation of the school for
32 the blind (21828).
33 Contractual services (51000) ... 815,000 .............. (re. $682,000)",189,30.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21828|2024|815000
EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Contracts Account - 22153,21829,2024,583000,297000,"38 By chapter 50, section 1, of the laws of 2024:
39 For services and expenses related to the operation of the school for
40 the deaf (21829).
41 Contractual services (51000) ... 583,000 .............. (re. $297,000)",189,38.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21829|2024|583000
STATE BOARD OF ELECTIONS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,57050,2024,806000,806000,"32 By chapter 50, section 1, of the laws of 2024:
33 The amounts appropriated herein shall be used to disburse federal
34 grants intended to improve the electronic transmittal of ballots to
35 the visually impaired, military members, their families and US citi-
36 zens voting abroad.
37 Nonpersonal service (57050) ... 806,000 ............... (re. $806,000)",194,32.0,2025-26,STOPS 25-26.pdf,STATE BOARD OF ELECTIONS|57050|2024|806000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Federal Grant Indirect Cost Recovery Account - 21065,81001,2023,9165000,1551000,"5 By chapter 50, section 1, of the laws of 2023:
6 For services and expenses related to the administration of special
7 revenue funds - federal.
8 Notwithstanding any other provision of law to the contrary, the OGS
9 Interchange and Transfer Authority and the IT Interchange and Trans-
10 fer Authority as defined in the 2023-24 state fiscal year state
11 operations appropriation for the budget division program of the
12 division of the budget, are deemed fully incorporated herein and a
13 part of this appropriation as if fully stated (81001).
14 Personal service--regular (50100) ... 9,165,000 ..... (re. $1,551,000)",238,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81001|2023|9165000
