agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21707,2020,364500000,100644000,"AB
387 12553-09-5
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For July and August programs for school-aged children with handicap-
2 ping conditions pursuant to section 4408 of the education law.
3 Moneys appropriated herein shall be used as follows: (i) for remain-
4 ing base year and prior school years obligations, (ii) for the
5 purposes of subdivision 4 of section 3602 of the education law for
6 schools operated under articles 87 and 88 of the education law, and
7 (iii) notwithstanding any inconsistent provision of law, for
8 payments made pursuant to this appropriation for current school year
9 obligations, provided, however, that such payments shall not exceed
10 70 percent of the state aid due for the sum of the approved tuition
11 and maintenance rates and transportation expense provided for here-
12 in; provided, however, that payment of eligible claims shall be
13 payable in the order that such claims have been approved for payment
14 by the commissioner of education, but in no case shall a single
15 payee draw down more than 45 percent of this appropriation, and
16 provided further that no claim shall be set aside for insufficiency
17 of funds to make a complete payment, but shall be eligible for a
18 partial payment in one year and shall retain its priority date
19 status for subsequent appropriations designated for such purposes.
20 Notwithstanding any inconsistent provision of law to the contrary,
21 funds appropriated herein shall only be available for liabilities
22 incurred prior to July 1, 2021, shall be used to pay 2019-20 school
23 year claims in the first instance, and represent the maximum amount
24 payable during the 2020-21 state fiscal year.
25 Notwithstanding any provision of law to the contrary, funds appropri-
26 ated herein shall be available for payment of liabilities heretofore
27 accrued or hereafter to accrue and, subject to the approval of the
28 director of the budget, such funds shall be available to the depart-
29 ment net of disallowances, refunds, reimbursements and credits
30 (21707) ... 364,500,000 ......................... (re. $100,644,000)",387,1.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21707|2020|364500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21706,2020,1035000000,244351000,"31 For the state's share of the costs of the education of preschool chil-
32 dren with disabilities pursuant to section 4410 of the education
33 law. Notwithstanding any inconsistent provision of law to the
34 contrary, the amount appropriated herein shall support a state share
35 of preschool handicapped education costs for the 2019-20 school year
36 limited to 59.5 percent of such total approved expenditures, and
37 furthermore, notwithstanding any other provision of law, local
38 claims for reimbursement of costs incurred prior to the 2018-19
39 school year and during the 2018-19 school year that have been
40 approved for payment by the education department as of March 31,
41 2020 shall be the first claims paid from this appropriation.
42 Notwithstanding any provision of law to the contrary, funds appropri-
43 ated herein shall be available for payment of liabilities heretofore
44 accrued or hereafter to accrue and, subject to the approval of the
45 director of the budget, such funds shall be available to the depart-
46 ment net of disallowances, refunds, reimbursements and credits
47 (21706) ... 1,035,000,000 ....................... (re. $244,351,000)",387,31.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21706|2020|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21733,2020,475000,475000,"15 For services and expenses of the Executive Leadership Institute
16 _(_2_1_7_3_3_) ............................................................
17 475,000 ............................................. (re. $475,000)",388,15.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21733|2020|475000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23319,2020,475000,475000,"18 For services and expenses of the Magellan Foundation, Inc. _(_2_3_3_1_9_) ...
19 475,000 ............................................. (re. $475,000)",388,18.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23319|2020|475000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23330,2020,80000,80000,"20 For services and expenses of the Center for Educational Innovation
21 _(_2_3_3_3_0_) ............................................................
22 80,000 ............................................... (re. $80,000)",388,20.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23330|2020|80000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23322,2020,150000,150000,"23 For services and expenses of the National Association of Social Work-
24 ers - NYC Chapter to develop and distribute test preparation materi-
25 als _(_2_3_3_2_2_) ........................................................
26 150,000 ............................................. (re. $150,000)",388,23.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23322|2020|150000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23331,2020,100000,100000,"27 For services and expenses of the NIA Community Services Network
28 _(_2_3_3_3_1_) ............................................................
29 100,000 ............................................. (re. $100,000)",388,27.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23331|2020|100000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23334,2020,5000,5000,"30 For services and expenses of the Turkish Cultural Center _(_2_3_3_3_4_) .....
31 5,000 ................................................. (re. $5,000)",388,30.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23334|2020|5000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21702,2019,34400000,6762000,"7 For the school lunch and breakfast program. Funds for the school lunch
8 and breakfast program shall be expended subject to the limitation of
9 funds available and may be used to reimburse sponsors of non-profit
10 school lunch, breakfast, or other school child feeding programs
11 based upon the number of federally reimbursable breakfasts and
12 lunches served to students under such program agreements entered
13 into by the state education department and such sponsors, in accord-
14 ance with an act of Congress entitled the ""National School Lunch
15 Act,"" P.L. 79-396, as amended, or the provisions of the ""Child
16 Nutrition Act of 1966,"" P.L. 89-642, as amended, in the case of
17 school breakfast programs to reimburse sponsors in excess of the
18 federal rates of reimbursement. Notwithstanding any provision of law
19 to the contrary, the moneys hereby appropriated, or so much thereof
20 as may be necessary, are to be available for the purposes herein
21 specified for obligations heretofore accrued or hereafter to accrue
22 for the school years beginning July 1, 2017, July 1, 2018 and July
23 1, 2019.
24 Notwithstanding any law, rule or regulation to the contrary, the
25 amount appropriated herein represents the maximum amount payable
26 during the 2019-20 state fiscal year for state reimbursement for
27 school lunch and breakfast programs (21702) ........................
28 34,400,000 ........................................ (re. $6,762,000)",389,7.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21702|2019|34400000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21706,2019,1035000000,243136000,"26 For the state's share of the costs of the education of preschool chil-
27 dren with disabilities pursuant to section 4410 of the education
28 law. Notwithstanding any inconsistent provision of law to the
29 contrary, the amount appropriated herein shall support a state share
30 of preschool handicapped education costs for the 2018-19 school year
31 limited to 59.5 percent of such total approved expenditures, and
32 furthermore, notwithstanding any other provision of law, local
33 claims for reimbursement of costs incurred prior to the 2017-18
34 school year and during the 2017-18 school year that have been
35 approved for payment by the education department as of March 31,
36 2019 shall be the first claims paid from this appropriation.
37 Notwithstanding any provision of law to the contrary, funds appro-
38 priated herein shall be available for payment of liabilities hereto-
39 fore accrued or hereafter to accrue and, subject to the approval of
40 the director of the budget, such funds shall be available to the
41 department net of disallowances, refunds, reimbursements and credits
42 (21706) ... 1,035,000,000 ....................... (re. $243,136,000)",390,26.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21706|2019|1035000000
